# 6051 recettes uniques extraites des 20 blocs

Steak grillé | PLAT_PRINCIPAL | Bœuf grillé & poêlé
Palourdes farcies au persil | PLAT_PRINCIPAL | Recettes de coquillages
Coques farcies à l’ail | PLAT_PRINCIPAL | Recettes de coquillages
Bulots farcis aux herbes | PLAT_PRINCIPAL | Recettes de coquillages
Huîtres farcies au champagne | PLAT_PRINCIPAL | Recettes de coquillages
Saint-Jacques farcies au vin blanc | PLAT_PRINCIPAL | Recettes de coquillages
Moules farcies au fromage | PLAT_PRINCIPAL | Recettes de coquillages
Coques farcies au citron | PLAT_PRINCIPAL | Recettes de coquillages
Saint-Jacques farcies au curry doux | PLAT_PRINCIPAL | Recettes de coquillages
Saint-Jacques farcies à la crème | DESSERT | Recettes de coquillages
Crevettes flambées | PLAT_PRINCIPAL | Recettes de crustacés
Crevettes au whisky | PLAT_PRINCIPAL | Recettes de crustacés
Crevettes au paprika | PLAT_PRINCIPAL | Recettes de crustacés
Crevettes au piment doux | PLAT_PRINCIPAL | Recettes de crustacés
Gambas flambées | PLAT_PRINCIPAL | Recettes de crustacés
Gambas grillées au cognac | PLAT_PRINCIPAL | Recettes de crustacés
Langoustines flambées | PLAT_PRINCIPAL | Recettes de crustacés
Langoustines au four | PLAT_PRINCIPAL | Recettes de crustacés
Langoustines à la crème | DESSERT | Recettes de crustacés
Homard grillé | PLAT_PRINCIPAL | Recettes de crustacés
Homard à l’américaine | PLAT_PRINCIPAL | Recettes de crustacés
Homard au champagne | PLAT_PRINCIPAL | Recettes de crustacés
Homard au beurre | PLAT_PRINCIPAL | Recettes de crustacés
Crabe au curry doux | PLAT_PRINCIPAL | Recettes de crustacés
Tourteau mayonnaise | PLAT_PRINCIPAL | Recettes de crustacés
Crabe en salade | PLAT_PRINCIPAL | Recettes de crustacés
Araignée de mer au four | PLAT_PRINCIPAL | Recettes de crustacés
Araignée de mer farcie | PLAT_PRINCIPAL | Recettes de crustacés
Homard rôti | PLAT_PRINCIPAL | Recettes festives de la mer
Homard au four | PLAT_PRINCIPAL | Recettes festives de la mer
Langouste grillée | PLAT_PRINCIPAL | Recettes festives de la mer
Saint-Jacques aux truffes | PLAT_PRINCIPAL | Recettes festives de la mer
Saint-Jacques au foie gras | PLAT_PRINCIPAL | Recettes festives de la mer
Huîtres au caviar | PLAT_PRINCIPAL | Recettes festives de la mer
Saumon en croûte feuilletée | PLAT_PRINCIPAL | Recettes festives de la mer
Saumon en Bellevue | PLAT_PRINCIPAL | Recettes festives de la mer
Turbot au champagne | PLAT_PRINCIPAL | Recettes festives de la mer
Sole meunière festive | PLAT_PRINCIPAL | Recettes festives de la mer
Sole aux morilles | PLAT_PRINCIPAL | Recettes festives de la mer
Dorade au four festive | PLAT_PRINCIPAL | Recettes festives de la mer
Cabillaud aux morilles | PLAT_PRINCIPAL | Recettes festives de la mer
Cabillaud au champagne | PLAT_PRINCIPAL | Recettes festives de la mer
Marmite de fruits de mer | PLAT_PRINCIPAL | Recettes festives de la mer
Bouillabaisse royale | PLAT_PRINCIPAL | Recettes festives de la mer
Salade de thon | ENTREE | Salades de poissons & fruits de mer
Salade de thon et tomates | ENTREE | Salades de poissons & fruits de mer
Salade de thon et œufs | ENTREE | Salades de poissons & fruits de mer
Salade de thon et pommes de terre | ENTREE | Salades de poissons & fruits de mer
Salade de thon et haricots verts | ENTREE | Salades de poissons & fruits de mer
Salade de saumon fumé | ENTREE | Salades de poissons & fruits de mer
Salade de crevettes | ENTREE | Salades de poissons & fruits de mer
Salade de crevettes et avocat | ENTREE | Salades de poissons & fruits de mer
Salade de crevettes et pamplemousse | ENTREE | Salades de poissons & fruits de mer
Salade de crabe | ENTREE | Salades de poissons & fruits de mer
Salade de crabe et maïs | ENTREE | Salades de poissons & fruits de mer
Salade de sardines | ENTREE | Salades de poissons & fruits de mer
Salade de maquereau | ENTREE | Salades de poissons & fruits de mer
Salade de maquereau et carottes | ENTREE | Salades de poissons & fruits de mer
Salade de truite fumée | ENTREE | Salades de poissons & fruits de mer
Salade de bar grillé | ENTREE | Salades de poissons & fruits de mer
Cabillaud en croûte de moutarde | PLAT_PRINCIPAL | Poissons en croûte
Cabillaud en croûte d’herbes | PLAT_PRINCIPAL | Poissons en croûte
Colin en croûte de parmesan | PLAT_PRINCIPAL | Poissons en croûte
Colin en croûte de tomates | PLAT_PRINCIPAL | Poissons en croûte
Merlan en croûte d’ail | PLAT_PRINCIPAL | Poissons en croûte
Merlan en croûte d’herbes | PLAT_PRINCIPAL | Poissons en croûte
Lieu noir en croûte de moutarde | PLAT_PRINCIPAL | Poissons en croûte
Lieu noir en croûte d’herbes | PLAT_PRINCIPAL | Poissons en croûte
Truite en croûte de noix | PLAT_PRINCIPAL | Poissons en croûte
Truite en croûte de sésame | PLAT_PRINCIPAL | Poissons en croûte
Maquereau en croûte de tomates | PLAT_PRINCIPAL | Poissons en croûte
Sardines en croûte de citron | PLAT_PRINCIPAL | Poissons en croûte
Sardines en croûte d’herbes | PLAT_PRINCIPAL | Poissons en croûte
Espadon en croûte de sésame | PLAT_PRINCIPAL | Poissons en croûte
Espadon en croûte de moutarde | PLAT_PRINCIPAL | Poissons en croûte
Thon en croûte d’épices | PLAT_PRINCIPAL | Poissons en croûte
Ragoût de cabillaud aux légumes | ACCOMPAGNEMENT | Plats mijotés poisson-crustacés
Ragoût de colin aux carottes | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Ragoût de merlan aux champignons | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Ragoût de lieu noir au vin blanc | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Ragoût de saumon aux poireaux | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Ragoût de truite aux épinards | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Ragoût de maquereau aux tomates | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Ragoût de sardines aux courgettes | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Ragoût d’espadon au curry doux | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Ragoût de thon aux poivrons | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Navarin de cabillaud | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Navarin de saumon | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Navarin de truite | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Navarin de maquereau | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Navarin de sardines | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Navarin de colin | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Curry de poisson blanc | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Curry de saumon | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Curry de fruits de mer | PLAT_PRINCIPAL | Plats mijotés poisson-crustacés
Cabillaud poêlé au beurre | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Colin poêlé aux herbes | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Merlan poêlé aux oignons | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Lieu noir poêlé aux tomates | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Saumon poêlé au citron | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Truite poêlée aux amandes | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Maquereau poêlé au curry doux | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Sardines poêlées à l’ail | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Espadon poêlé aux courgettes | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Crevettes poêlées au persil | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Gambas poêlées à l’ail | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Langoustines poêlées | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Saint-Jacques poêlées au beurre | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Moules poêlées à l’ail | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Palourdes poêlées aux herbes | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Coques poêlées aux tomates | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Bulots poêlés aux champignons | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Huîtres poêlées au champagne | PLAT_PRINCIPAL | Recettes rapides poisson & fruits de mer
Tourteau poêlé aux légumes | ACCOMPAGNEMENT | Recettes rapides poisson & fruits de mer
Saumon au thé vert | PLAT_PRINCIPAL | Recettes originales de la mer
Cabillaud au miso | PLAT_PRINCIPAL | Recettes originales de la mer
Colin au lait de coco | PLAT_PRINCIPAL | Recettes originales de la mer
Merlan à la coriandre | PLAT_PRINCIPAL | Recettes originales de la mer
Lieu noir au sésame | PLAT_PRINCIPAL | Recettes originales de la mer
Truite au gingembre | PLAT_PRINCIPAL | Recettes originales de la mer
Maquereau au curcuma | PLAT_PRINCIPAL | Recettes originales de la mer
Sardines au paprika doux | PLAT_PRINCIPAL | Recettes originales de la mer
Espadon au soja | PLAT_PRINCIPAL | Recettes originales de la mer
Thon au miel | PLAT_PRINCIPAL | Recettes originales de la mer
Crevettes au curry coco | PLAT_PRINCIPAL | Recettes originales de la mer
Gambas au gingembre | PLAT_PRINCIPAL | Recettes originales de la mer
Langoustines au lait de coco | PLAT_PRINCIPAL | Recettes originales de la mer
Saint-Jacques au sésame | PLAT_PRINCIPAL | Recettes originales de la mer
Huîtres au saké | PLAT_PRINCIPAL | Recettes originales de la mer
Moules au lait de coco | PLAT_PRINCIPAL | Recettes originales de la mer
Palourdes au curry doux | PLAT_PRINCIPAL | Recettes originales de la mer
Coques au gingembre | PLAT_PRINCIPAL | Recettes originales de la mer
Bulots aux épices | PLAT_PRINCIPAL | Recettes originales de la mer
Crabe au lait de coco | PLAT_PRINCIPAL | Recettes originales de la mer
Poulet rôti nature | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti à la moutarde | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti au miel | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti au paprika | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti au curry doux | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti aux tomates | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti aux poivrons | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti aux courgettes | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti aux champignons | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti aux épinards | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti aux aubergines | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti aux herbes de Provence | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet rôti au vin blanc | PLAT_PRINCIPAL | Poulet rôti & variantes
Poulet à la provençale | ACCOMPAGNEMENT | Poulet en sauce
Poulet aux oignons | ACCOMPAGNEMENT | Poulet en sauce
Poulet au citron | ACCOMPAGNEMENT | Poulet en sauce
Poulet au fromage | ACCOMPAGNEMENT | Poulet en sauce
Poulet à la bière | PLAT_PRINCIPAL | Poulet mijoté
Poulet au vin rouge | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux marrons | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux pommes | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux raisins secs | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux figues | PLAT_PRINCIPAL | Poulet mijoté
Poulet au curry et lait de coco | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux pois chiches | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux lentilles | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux haricots blancs | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux légumes racines | ACCOMPAGNEMENT | Poulet mijoté
Poulet aux courges | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux épices douces | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux épices orientales | PLAT_PRINCIPAL | Poulet mijoté
Poulet aux champignons sauvages | PLAT_PRINCIPAL | Poulet mijoté
Poulet grillé au barbecue | PLAT_PRINCIPAL | Poulet grillé & brochettes
Poulet grillé à la plancha | PLAT_PRINCIPAL | Poulet grillé & brochettes
Poulet grillé au citron | PLAT_PRINCIPAL | Poulet grillé & brochettes
Poulet grillé aux herbes | PLAT_PRINCIPAL | Poulet grillé & brochettes
Brochettes de poulet marinées | PLAT_PRINCIPAL | Poulet grillé & brochettes
Brochettes de poulet au citron | PLAT_PRINCIPAL | Poulet grillé & brochettes
Brochettes de poulet au yaourt | PLAT_PRINCIPAL | Poulet grillé & brochettes
Brochettes de poulet aux légumes | ACCOMPAGNEMENT | Poulet grillé & brochettes
Brochettes de poulet à la moutarde | PLAT_PRINCIPAL | Poulet grillé & brochettes
Poulet grillé à l’ail | PLAT_PRINCIPAL | Poulet grillé & brochettes
Poulet grillé au gingembre | PLAT_PRINCIPAL | Poulet grillé & brochettes
Rôti de dinde aux herbes | PLAT_PRINCIPAL | Dinde
Rôti de dinde à la moutarde | PLAT_PRINCIPAL | Dinde
Rôti de dinde au miel | PLAT_PRINCIPAL | Dinde
Rôti de dinde au paprika | PLAT_PRINCIPAL | Dinde
Rôti de dinde au curry doux | PLAT_PRINCIPAL | Dinde
Rôti de dinde au citron | PLAT_PRINCIPAL | Dinde
Escalope de dinde à la crème | DESSERT | Dinde
Escalope de dinde à la moutarde | PLAT_PRINCIPAL | Dinde
Escalope de dinde au curry doux | PLAT_PRINCIPAL | Dinde
Escalope de dinde aux champignons | PLAT_PRINCIPAL | Dinde
Escalope de dinde au vin blanc | PLAT_PRINCIPAL | Dinde
Escalope de dinde aux légumes | ACCOMPAGNEMENT | Dinde
Sauté de dinde aux poivrons | PLAT_PRINCIPAL | Dinde
Sauté de dinde aux tomates | PLAT_PRINCIPAL | Dinde
Sauté de dinde aux courgettes | PLAT_PRINCIPAL | Dinde
Sauté de dinde aux aubergines | PLAT_PRINCIPAL | Dinde
Dinde rôtie festive | PLAT_PRINCIPAL | Dinde
Dinde farcie aux marrons | PLAT_PRINCIPAL | Dinde
Magret de canard grillé | PLAT_PRINCIPAL | Canard
Magret de canard au miel | PLAT_PRINCIPAL | Canard
Magret de canard aux cerises | PLAT_PRINCIPAL | Canard
Magret de canard à l’orange | PLAT_PRINCIPAL | Canard
Magret de canard au vin rouge | PLAT_PRINCIPAL | Canard
Cuisse de canard rôtie | PLAT_PRINCIPAL | Canard
Cuisse de canard au four | PLAT_PRINCIPAL | Canard
Cuisse de canard aux herbes | PLAT_PRINCIPAL | Canard
Cuisse de canard aux pruneaux | PLAT_PRINCIPAL | Canard
Cuisse de canard au miel | PLAT_PRINCIPAL | Canard
Cuisse de canard au curry doux | PLAT_PRINCIPAL | Canard
Canard à l’orange | PLAT_PRINCIPAL | Canard
Canard aux épices | PLAT_PRINCIPAL | Canard
Canard aux champignons | PLAT_PRINCIPAL | Canard
Canard aux pommes | PLAT_PRINCIPAL | Canard
Canard aux figues | PLAT_PRINCIPAL | Canard
Pintade aux raisins | PLAT_PRINCIPAL | Pintade
Pintade aux pommes | PLAT_PRINCIPAL | Pintade
Pintade aux pruneaux | PLAT_PRINCIPAL | Pintade
Pintade aux marrons | PLAT_PRINCIPAL | Pintade
Pintade au miel | PLAT_PRINCIPAL | Pintade
Pintade à la moutarde | PLAT_PRINCIPAL | Pintade
Pintade aux champignons | PLAT_PRINCIPAL | Pintade
Pintade au vin blanc | PLAT_PRINCIPAL | Pintade
Pintade au cidre | PLAT_PRINCIPAL | Pintade
Pintade aux légumes racines | ACCOMPAGNEMENT | Pintade
Pintade aux épices | PLAT_PRINCIPAL | Pintade
Pintade aux courgettes | PLAT_PRINCIPAL | Pintade
Pintade aux poivrons | PLAT_PRINCIPAL | Pintade
Pintade aux aubergines | PLAT_PRINCIPAL | Pintade
Pintade aux herbes | PLAT_PRINCIPAL | Pintade
Pintade au curry doux | PLAT_PRINCIPAL | Pintade
Chapon rôti | PLAT_PRINCIPAL | Autres volailles
Chapon farci aux marrons | PLAT_PRINCIPAL | Autres volailles
Chapon au miel | PLAT_PRINCIPAL | Autres volailles
Chapon au vin blanc | PLAT_PRINCIPAL | Autres volailles
Chapon aux épices | PLAT_PRINCIPAL | Autres volailles
Caille rôtie | PLAT_PRINCIPAL | Autres volailles
Caille aux raisins | PLAT_PRINCIPAL | Autres volailles
Caille aux pruneaux | PLAT_PRINCIPAL | Autres volailles
Caille au miel | PLAT_PRINCIPAL | Autres volailles
Caille au vin blanc | PLAT_PRINCIPAL | Autres volailles
Caille aux champignons | PLAT_PRINCIPAL | Autres volailles
Caille aux figues | PLAT_PRINCIPAL | Autres volailles
Oie rôtie | PLAT_PRINCIPAL | Autres volailles
Oie farcie aux pommes | PLAT_PRINCIPAL | Autres volailles
Oie aux marrons | PLAT_PRINCIPAL | Autres volailles
Oie au miel | PLAT_PRINCIPAL | Autres volailles
Oie aux poires | PLAT_PRINCIPAL | Autres volailles
Oie au cidre | PLAT_PRINCIPAL | Autres volailles
Oie aux herbes | PLAT_PRINCIPAL | Autres volailles
Salade de poulet aux tomates | ENTREE | Poulet froid & salades
Salade de poulet aux courgettes | ENTREE | Poulet froid & salades
Salade de poulet aux aubergines | ENTREE | Poulet froid & salades
Salade de poulet aux poivrons | ENTREE | Poulet froid & salades
Salade de poulet aux pommes de terre | ENTREE | Poulet froid & salades
Salade de poulet aux haricots verts | ENTREE | Poulet froid & salades
Salade de poulet au riz | ENTREE | Poulet froid & salades
Salade de poulet aux lentilles | ENTREE | Poulet froid & salades
Salade de poulet aux pois chiches | ENTREE | Poulet froid & salades
Salade de poulet aux fruits secs | ENTREE | Poulet froid & salades
Salade de poulet au curry doux | ENTREE | Poulet froid & salades
Poulet farci aux champignons | PLAT_PRINCIPAL | Poulet farci
Poulet farci aux épinards | PLAT_PRINCIPAL | Poulet farci
Poulet farci au riz | PLAT_PRINCIPAL | Poulet farci
Poulet farci aux légumes | ACCOMPAGNEMENT | Poulet farci
Poulet farci au fromage | PLAT_PRINCIPAL | Poulet farci
Poulet farci aux tomates séchées | PLAT_PRINCIPAL | Poulet farci
Poulet farci au jambon | PLAT_PRINCIPAL | Poulet farci
Poulet farci aux carottes | PLAT_PRINCIPAL | Poulet farci
Poulet farci aux poivrons | PLAT_PRINCIPAL | Poulet farci
Poulet farci aux aubergines | PLAT_PRINCIPAL | Poulet farci
Poulet farci aux pommes de terre | PLAT_PRINCIPAL | Poulet farci
Poulet farci au foie gras | PLAT_PRINCIPAL | Poulet farci
Poulet farci au curry doux | PLAT_PRINCIPAL | Poulet farci
Ailes de poulet grillées | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet au barbecue | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet à la moutarde | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet au miel | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet au paprika | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet au citron | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet aux herbes | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet aux champignons | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet au soja | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet à la bière | PLAT_PRINCIPAL | Ailes de poulet
Ailes de poulet au vin blanc | PLAT_PRINCIPAL | Ailes de poulet
Cuisses de poulet rôties | PLAT_PRINCIPAL | Cuisses de poulet
Cuisses de poulet aux tomates | PLAT_PRINCIPAL | Cuisses de poulet
Cuisses de poulet aux poivrons | PLAT_PRINCIPAL | Cuisses de poulet
Cuisses de poulet au cidre | PLAT_PRINCIPAL | Cuisses de poulet
Filets de poulet aux carottes | PLAT_PRINCIPAL | Filets de poulet
Filets de poulet aux oignons | PLAT_PRINCIPAL | Filets de poulet
Filets de poulet au fromage | PLAT_PRINCIPAL | Filets de poulet
Filets de poulet épicés | PLAT_PRINCIPAL | Filets de poulet
